Text,Class,
" It would later be used to launch the first satellite into space, and derivatives would launch all piloted Soviet spacecraft.",Not Question,
"The United States had multiple rocket programs divided among the different branches of the American armed services, which meant that each force developed its own ICBM program. The Air Force initiated ICBM research in 1945 with the MX-774. However, its funding was cancelled and only three partially successful launches were conducted in 1947. In 1950, von Braun began testing the Air Force PGM-11 Redstone rocket family at Cape Canaveral. In 1951, the Air Force began a new ICBM program called MX-1593, and by 1955 this program was receiving top-priority funding. The MX-1593 program evolved to become the Atlas-A, with its maiden launch occurring June 11, 1957, becoming the first successful American ICBM. Its upgraded version, the Atlas-D rocket, would later serve as an operational nuclear ICBM and as the orbital launch vehicle for Project Mercury and the remote-controlled Agena Target Vehicle used in Project Gemini.",Not Question,
"In 1955, with both the United States and the Soviet Union building ballistic missiles that could be utilized to launch objects into space, the ""starting line"" was drawn for the Space Race.",Not Question,
" In separate announcements, just four days apart, both nations publicly announced that they would launch artificial Earth satellites by 1957 or 1958.",Not Question,
" On July 29, 1955, James C.",Not Question,
" Hagerty, president Dwight D.",Not Question,
" Eisenhower's press secretary, announced that the United States intended to launch ""small Earth circling satellites"" between July 1, 1957, and December 31, 1958, as part of their contribution to the International Geophysical Year (IGY)",Not Question,
" Four days later, at the Sixth Congress of International Astronautical Federation in Copenhagen, scientist Leonid I.",Not Question,
" Sedov spoke to international reporters at the Soviet embassy, and announced his country's intention to launch a satellite as well, in the ""near future""",Not Question,
" On August 30, 1955, Korolev managed to get the Soviet Academy of Sciences to create a commission whose purpose was to beat the Americans into Earth orbit: this was the de facto start date for the Space Race",Not Question,
 The Council of Ministers of the Soviet Union began a policy of treating development of its space program as a classified state secret.,Not Question,
"Initially, President Eisenhower was worried that a satellite passing above a nation at over 100 kilometers (62 mi), might be construed as violating that nation's sovereign airspace. He was concerned that the Soviet Union would accuse the Americans of an illegal overflight, thereby scoring a propaganda victory at his expense. Eisenhower and his advisors believed that a nation's airspace sovereignty did not extend into outer space, acknowledged as the Kármán line, and he used the 1957–58 International Geophysical Year launches to establish this principle in international law. Eisenhower also feared that he might cause an international incident and be called a ""warmonger"" if he were to use military missiles as launchers. Therefore, he selected the untried Naval Research Laboratory's Vanguard rocket, which was a research-only booster. This meant that von Braun's team was not allowed to put a satellite into orbit with their Jupiter-C rocket, because of its intended use as a future military vehicle. On September 20, 1956, von Braun and his team did launch a Jupiter-C that was capable of putting a satellite into orbit, but the launch was used only as a suborbital test of nose cone reentry technology.",Not Question,
"The Soviet success caused public controversy in the United States, and Eisenhower ordered the civilian rocket and satellite project, Vanguard, to move up its timetable and launch its satellite much sooner than originally planned.",Not Question,
" The December 6, 1957 Project Vanguard launch failure occurred at Cape Canaveral Air Force Station in Florida, broadcast live in front of a US television audience",Not Question,
" It was a monumental failure, exploding a few seconds after launch, and it became an international joke.",Not Question,
" The satellite appeared in newspapers under the names Flopnik, Stayputnik, Kaputnik, and Dudnik",Not Question,
" In the United Nations, the Russian delegate offered the U",Not Question,
" representative aid ""under the Soviet program of technical assistance to backwards nations.",Not Question,
""" Only in the wake of this very public failure did von Braun's Redstone team get the go-ahead to launch their Jupiter-C rocket as soon as they could",Not Question,
" In Britain, the USA's Western Cold War ally, the reaction was mixed: some members of the population celebrated the fact that the Soviets had reached space first, while others feared the destructive potential that military uses of spacecraft might bring.",Not Question,
